trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
1772,O Xote Das Meninas,Caetano Veloso e Gilberto Gil,291,04:51,9553228,0.99,145,Barulhinho Bom,103,Marisa Monte,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.003297+00
1773,Wherever I Lay My Hat,,136,02:16,4477321,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.004668+00
1774,Get My Hands On Some Lovin',,149,02:29,4860380,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.006566+00
1775,No Good Without You,"William ""Mickey"" Stevenson",161,02:41,5259218,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.007757+00
1776,You've Been A Long Time Coming,Brian Holland/Eddie Holland/Lamont Dozier,137,02:17,4437949,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.008852+00
1777,When I Had Your Love,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152,02:32,4972815,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.009927+00
1778,You're What's Happening (In The World Today),Allen Story/George Gordy/Robert Gordy,142,02:22,4631104,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.011005+00
1779,Loving You Is Sweeter Than Ever,Ivy Hunter/Stevie Wonder,166,02:46,5377546,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.012445+00
1780,It's A Bitter Pill To Swallow,"Smokey Robinson/Warren ""Pete"" Moore",194,03:14,6477882,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.014123+00
1781,Seek And You Shall Find,"Ivy Hunter/William ""Mickey"" Stevenson",223,03:43,7306719,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.015258+00
1782,Gonna Keep On Tryin' Till I Win Your Love,Barrett Strong/Norman Whitfield,176,02:56,5789945,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.01634+00
1783,Gonna Give Her All The Love I've Got,Barrett Strong/Norman Whitfield,210,03:30,6893603,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.017403+00
1784,I Wish It Would Rain,Barrett Strong/Norman Whitfield/Roger Penzabene,172,02:52,5647327,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.018455+00
1785,"Abraham, Martin And John",Dick Holler,273,04:33,8888206,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.01951+00
1786,Save The Children,Al Cleveland/Marvin Gaye/Renaldo Benson,194,03:14,6342021,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.020882+00
1787,You Sure Love To Ball,Marvin Gaye,218,03:38,7217872,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.02298+00
1788,Ego Tripping Out,Marvin Gaye,314,05:14,10383887,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.024149+00
1789,Praise,Marvin Gaye,235,03:55,7839179,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.025206+00
1790,Heavy Love Affair,Marvin Gaye,227,03:47,7522232,0.99,146,Seek And Shall Find: More Of The Best (1963-1981),104,Marvin Gaye,14,R&B/Soul,1,MPEG audio file,2023-01-04 12:05:37.026248+00
1791,Down Under,,222,03:42,7366142,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.027298+00
1792,Overkill,,225,03:45,7408652,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.029387+00
1793,Be Good Johnny,,216,03:36,7139814,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.030518+00
1794,Everything I Need,,216,03:36,7107625,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.031604+00
1795,Down by the Sea,,408,06:48,13314900,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.032693+00
1796,Who Can It Be Now?,,202,03:22,6682850,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.03374+00
1797,It's a Mistake,,273,04:33,8979965,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.034782+00
1798,Dr. Heckyll & Mr. Jive,,278,04:38,9110403,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.035853+00
1799,Shakes and Ladders,,198,03:18,6560753,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.036961+00
1800,No Sign of Yesterday,,362,06:02,11829011,0.99,147,The Best Of Men At Work,105,Men At Work,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.039155+00
1801,Enter Sandman,"James Hetfield, Lars Ulrich and Kirk Hammett",332,05:32,10852002,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.040479+00
1802,Sad But True,Ulrich,324,05:24,10541258,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.041995+00
1803,Holier Than Thou,Ulrich,227,03:47,7462011,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.04313+00
1804,The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",387,06:27,12646886,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.045418+00
1805,Wherever I May Roam,Ulrich,404,06:44,13161169,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.046609+00
1806,Don't Tread On Me,Ulrich,240,04:00,7827907,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.04771+00
1807,Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",244,04:04,8024047,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.048793+00
1808,Nothing Else Matters,Ulrich,388,06:28,12606241,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.049851+00
1809,Of Wolf And Man,"James Hetfield, Lars Ulrich and Kirk Hammett",256,04:16,8339785,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.050912+00
1810,The God That Failed,Ulrich,308,05:08,10055959,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.052068+00
1811,My Friend Of Misery,"James Hetfield, Lars Ulrich and Jason Newsted",409,06:49,13293515,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.053892+00
1812,The Struggle Within,Ulrich,234,03:54,7654052,0.99,148,Black Album,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.05653+00
1813,Helpless,Harris/Tatler,398,06:38,12977902,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.058679+00
1814,The Small Hours,Holocaust,403,06:43,13215133,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.061806+00
1815,The Wait,Killing Joke,295,04:55,9688418,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.063291+00
1816,Crash Course In Brain Surgery,Bourge/Phillips/Shelley,190,03:10,6233729,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.064397+00
1817,Last Caress/Green Hell,Danzig,209,03:29,6854313,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.065481+00
1818,Am I Evil?,Harris/Tatler,470,07:50,15387219,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.066542+00
1819,Blitzkrieg,Jones/Sirotto/Smith,216,03:36,7090018,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.067613+00
1820,Breadfan,Bourge/Phillips/Shelley,341,05:41,11100130,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.068679+00
1821,The Prince,Harris/Tatler,265,04:25,8624492,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.069711+00
1822,Stone Cold Crazy,Deacon/May/Mercury/Taylor,137,02:17,4514830,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.071088+00
1823,So What,Culmer/Exalt,189,03:09,6162894,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.073286+00
1824,Killing Time,Sweet Savage,183,03:03,6021197,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.074757+00
1825,Overkill,Clarke/Kilmister/Tayler,245,04:05,7971330,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.07664+00
1826,Damage Case,Clarke/Farren/Kilmister/Tayler,220,03:40,7212997,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.077859+00
1827,Stone Dead Forever,Clarke/Kilmister/Tayler,292,04:52,9556060,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.079383+00
1828,Too Late Too Late,Clarke/Kilmister/Tayler,192,03:12,6276291,0.99,149,Garage Inc. (Disc 2),50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.080604+00
1829,Hit The Lights,"James Hetfield, Lars Ulrich",257,04:17,8357088,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.081673+00
1830,The Four Horsemen,"James Hetfield, Lars Ulrich, Dave Mustaine",433,07:13,14178138,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.082736+00
1831,Motorbreath,James Hetfield,188,03:08,6153933,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.083791+00
1832,Jump In The Fire,"James Hetfield, Lars Ulrich, Dave Mustaine",281,04:41,9135755,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.084836+00
1833,(Anesthesia) Pulling Teeth,Cliff Burton,254,04:14,8234710,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.08589+00
1834,Whiplash,"James Hetfield, Lars Ulrich",249,04:09,8102839,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.087007+00
1835,Phantom Lord,"James Hetfield, Lars Ulrich, Dave Mustaine",302,05:02,9817143,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.088935+00
1836,No Remorse,"James Hetfield, Lars Ulrich",386,06:26,12672166,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.09112+00
1837,Seek & Destroy,"James Hetfield, Lars Ulrich",415,06:55,13452301,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.092896+00
1838,Metal Militia,"James Hetfield, Lars Ulrich, Dave Mustaine",311,05:11,10141785,0.99,150,Kill 'Em All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.094042+00
1839,Ain't My Bitch,"James Hetfield, Lars Ulrich",304,05:04,9931015,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.095168+00
1840,2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett",328,05:28,10732251,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.096292+00
1841,The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",398,06:38,13005152,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.097368+00
1842,Until It Sleeps,"James Hetfield, Lars Ulrich",269,04:29,8837394,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.098432+00
1843,King Nothing,"James Hetfield, Lars Ulrich, Kirk Hammett",328,05:28,10681477,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.099482+00
1844,Hero Of The Day,"James Hetfield, Lars Ulrich, Kirk Hammett",261,04:21,8540298,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.100517+00
1845,Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",497,08:17,16249420,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.101546+00
1846,Cure,"James Hetfield, Lars Ulrich",294,04:54,9648615,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.102593+00
1847,Poor Twisted Me,"James Hetfield, Lars Ulrich",240,04:00,7854349,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.103701+00
1848,Wasted My Hate,"James Hetfield, Lars Ulrich, Kirk Hammett",237,03:57,7762300,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.105415+00
1849,Mama Said,"James Hetfield, Lars Ulrich",319,05:19,10508310,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.107793+00
1850,Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",351,05:51,11486686,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.109495+00
1851,Ronnie,"James Hetfield, Lars Ulrich",317,05:17,10390947,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.110619+00
1852,The Outlaw Torn,"James Hetfield, Lars Ulrich",588,09:48,19286261,0.99,151,Load,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.11171+00
1853,Battery,J.Hetfield/L.Ulrich,312,05:12,10229577,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.112786+00
1854,Master Of Puppets,K.Hammett,515,08:35,16893720,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.113873+00
1855,The Thing That Should Not Be,K.Hammett,396,06:36,12952368,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.114962+00
1856,Welcome Home (Sanitarium),K.Hammett,387,06:27,12679965,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.116027+00
1857,Disposable Heroes,J.Hetfield/L.Ulrich,496,08:16,16135560,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.117054+00
1858,Leper Messiah,C.Burton,347,05:47,11310434,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.118132+00
1859,Orion,K.Hammett,500,08:20,16378477,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.11919+00
1860,Damage Inc.,K.Hammett,330,05:30,10725029,0.99,152,Master Of Puppets,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.120344+00
1861,Fuel,"Hetfield, Ulrich, Hammett",269,04:29,8876811,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.124069+00
1862,The Memory Remains,"Hetfield, Ulrich",279,04:39,9110730,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.125717+00
1863,Devil's Dance,"Hetfield, Ulrich",318,05:18,10414832,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.12682+00
1864,The Unforgiven II,"Hetfield, Ulrich, Hammett",395,06:35,12886474,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.127944+00
1865,Better Than You,"Hetfield, Ulrich",322,05:22,10549070,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.129052+00
1866,Slither,"Hetfield, Ulrich, Hammett",313,05:13,10199789,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.1302+00
1867,Carpe Diem Baby,"Hetfield, Ulrich, Hammett",372,06:12,12170693,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.131316+00
1868,Bad Seed,"Hetfield, Ulrich, Hammett",245,04:05,8019586,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.132403+00
1869,Where The Wild Things Are,"Hetfield, Ulrich, Newsted",414,06:54,13571280,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.133466+00
1870,Prince Charming,"Hetfield, Ulrich",365,06:05,12009412,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.134501+00
1871,Low Man's Lyric,"Hetfield, Ulrich",457,07:37,14855583,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.135531+00
1872,Attitude,"Hetfield, Ulrich",315,05:15,10335734,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.136576+00
1873,Fixxxer,"Hetfield, Ulrich, Hammett",496,08:16,16190041,0.99,153,ReLoad,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.140443+00
1874,Fight Fire With Fire,Metallica,285,04:45,9420856,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.14231+00
1875,Ride The Lightning,Metallica,397,06:37,13055884,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.143433+00
1876,For Whom The Bell Tolls,Metallica,311,05:11,10159725,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.144578+00
1877,Fade To Black,Metallica,414,06:54,13531954,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.145687+00
1878,Trapped Under Ice,Metallica,244,04:04,7975942,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.146764+00
1879,Escape,Metallica,264,04:24,8652332,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.147888+00
1880,Creeping Death,Metallica,396,06:36,12955593,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.148975+00
1881,The Call Of Ktulu,Metallica,534,08:54,17486240,0.99,154,Ride The Lightning,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.15004+00
1882,Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350,05:50,11510849,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.151095+00
1883,St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441,07:21,14363779,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.152135+00
1884,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505,08:25,16557497,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.155051+00
1885,Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324,05:24,10670604,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.157419+00
1886,Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510,08:30,16591800,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.158819+00
1887,My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345,05:45,11253756,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.159899+00
1888,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430,07:10,14093551,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.160949+00
1889,Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327,05:27,10616595,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.161996+00
1890,The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429,07:09,14014582,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.163059+00
1891,Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314,05:14,10232537,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.164156+00
1892,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527,08:47,17162741,0.99,155,St. Anger,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.165211+00
1893,Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",403,06:43,13254874,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.16629+00
1894,...And Justice For All,"James Hetfield, Lars Ulrich & Kirk Hammett",585,09:45,19262088,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.167355+00
1895,Eye Of The Beholder,"James Hetfield, Lars Ulrich & Kirk Hammett",385,06:25,12747894,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.16882+00
1896,One,James Hetfield & Lars Ulrich,446,07:26,14695721,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.17077+00
1897,The Shortest Straw,James Hetfield and Lars Ulrich,395,06:35,13013990,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.172905+00
1898,Harvester Of Sorrow,James Hetfield and Lars Ulrich,345,05:45,11377339,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.174118+00
1899,The Frayed Ends Of Sanity,"James Hetfield, Lars Ulrich and Kirk Hammett",464,07:44,15198986,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.175215+00
1900,To Live Is To Die,"James Hetfield, Lars Ulrich and Cliff Burton",588,09:48,19243795,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.176281+00
1901,Dyers Eve,"James Hetfield, Lars Ulrich and Kirk Hammett",313,05:13,10302828,0.99,156,...And Justice For All,50,Metallica,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.177322+00
1902,Springsville,J. Carisi,207,03:27,6776219,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.178366+00
1903,The Maids Of Cadiz,L. Delibes,233,03:53,7505275,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.179402+00
1904,The Duke,Dave Brubeck,214,03:34,6977626,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.180462+00
1905,My Ship,"Ira Gershwin, Kurt Weill",268,04:28,8581144,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.181494+00
1906,Miles Ahead,"Miles Davis, Gil Evans",209,03:29,6807707,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.182577+00
1907,Blues For Pablo,Gil Evans,318,05:18,10218398,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.183628+00
1908,New Rhumba,A. Jamal,276,04:36,8980400,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.185636+00
1909,The Meaning Of The Blues,"R. Troup, L. Worth",168,02:48,5395412,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.186838+00
1910,Lament,J.J. Johnson,134,02:14,4293394,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.188924+00
1911,I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",191,03:11,6219487,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.190508+00
1912,Springsville (Alternate Take),J. Carisi,196,03:16,6382079,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.191642+00
1913,Blues For Pablo (Alternate Take),Gil Evans,212,03:32,6900619,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.192723+00
1914,The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",309,05:09,9912387,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.193771+00
1915,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",192,03:12,6254796,0.99,157,Miles Ahead,68,Miles Davis,2,Jazz,1,MPEG audio file,2023-01-04 12:05:37.194818+00
1916,Coração De Estudante,"Wagner Tiso, Milton Nascimento",238,03:58,7797308,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.195858+00
