invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
7527,2012,2008,0.99,1,0.99,2023-01-04 12:05:52.829524+00
7528,2012,646,0.99,1,0.99,2023-01-04 12:05:52.83011+00
7529,2012,1547,0.99,1,0.99,2023-01-04 12:05:52.830688+00
7530,2013,93,0.99,1,0.99,2023-01-04 12:05:52.831273+00
7531,2013,1510,0.99,1,0.99,2023-01-04 12:05:52.831851+00
7532,2014,2940,0.99,1,0.99,2023-01-04 12:05:52.832433+00
7533,2014,23,0.99,1,0.99,2023-01-04 12:05:52.833015+00
7534,2014,1281,0.99,1,0.99,2023-01-04 12:05:52.833589+00
7535,2014,1251,0.99,1,0.99,2023-01-04 12:05:52.834161+00
7536,2014,1572,0.99,1,0.99,2023-01-04 12:05:52.834739+00
7537,2014,2452,0.99,1,0.99,2023-01-04 12:05:52.83531+00
7538,2014,1610,0.99,1,0.99,2023-01-04 12:05:52.835888+00
7539,2014,2252,0.99,1,0.99,2023-01-04 12:05:52.836464+00
7540,2015,1078,0.99,1,0.99,2023-01-04 12:05:52.837088+00
7541,2015,1888,0.99,1,0.99,2023-01-04 12:05:52.837669+00
7542,2015,2126,0.99,1,0.99,2023-01-04 12:05:52.838263+00
7543,2015,331,0.99,1,0.99,2023-01-04 12:05:52.838981+00
7544,2015,382,0.99,1,0.99,2023-01-04 12:05:52.840081+00
7545,2016,1134,0.99,1,0.99,2023-01-04 12:05:52.842282+00
7546,2016,1002,0.99,1,0.99,2023-01-04 12:05:52.84393+00
7547,2016,100,0.99,1,0.99,2023-01-04 12:05:52.844591+00
7548,2017,669,0.99,1,0.99,2023-01-04 12:05:52.845196+00
7549,2018,1482,0.99,1,0.99,2023-01-04 12:05:52.845785+00
7550,2018,1512,0.99,1,0.99,2023-01-04 12:05:52.846366+00
7551,2018,635,0.99,1,0.99,2023-01-04 12:05:52.846976+00
7552,2019,2093,0.99,1,0.99,2023-01-04 12:05:52.847571+00
7553,2019,2022,0.99,1,0.99,2023-01-04 12:05:52.848149+00
7554,2019,1569,0.99,1,0.99,2023-01-04 12:05:52.848733+00
7555,2019,2672,0.99,1,0.99,2023-01-04 12:05:52.849308+00
7556,2020,2999,0.99,1,0.99,2023-01-04 12:05:52.849882+00
7557,2021,1855,0.99,1,0.99,2023-01-04 12:05:52.850466+00
7558,2021,1354,0.99,1,0.99,2023-01-04 12:05:52.851041+00
7559,2021,393,0.99,1,0.99,2023-01-04 12:05:52.851616+00
7560,2021,2438,0.99,1,0.99,2023-01-04 12:05:52.852213+00
7561,2021,2632,0.99,1,0.99,2023-01-04 12:05:52.852792+00
7562,2022,1189,0.99,1,0.99,2023-01-04 12:05:52.853369+00
7563,2023,234,0.99,1,0.99,2023-01-04 12:05:52.853988+00
7564,2023,1436,0.99,1,0.99,2023-01-04 12:05:52.854742+00
7565,2023,2946,0.99,1,0.99,2023-01-04 12:05:52.855482+00
7566,2023,278,0.99,1,0.99,2023-01-04 12:05:52.858644+00
7567,2024,1195,0.99,1,0.99,2023-01-04 12:05:52.859857+00
7568,2024,599,0.99,1,0.99,2023-01-04 12:05:52.860499+00
7569,2024,1870,0.99,1,0.99,2023-01-04 12:05:52.861107+00
7570,2025,2153,0.99,1,0.99,2023-01-04 12:05:52.861698+00
7571,2025,1533,0.99,1,0.99,2023-01-04 12:05:52.86228+00
7572,2025,1638,0.99,1,0.99,2023-01-04 12:05:52.862869+00
7573,2025,698,0.99,1,0.99,2023-01-04 12:05:52.863449+00
7574,2026,734,0.99,1,0.99,2023-01-04 12:05:52.864028+00
7575,2026,2397,0.99,1,0.99,2023-01-04 12:05:52.864612+00
7576,2026,1792,0.99,1,0.99,2023-01-04 12:05:52.865183+00
7577,2026,521,0.99,1,0.99,2023-01-04 12:05:52.865761+00
7578,2027,1266,0.99,1,0.99,2023-01-04 12:05:52.866344+00
7579,2027,385,0.99,1,0.99,2023-01-04 12:05:52.866941+00
7580,2027,2295,0.99,1,0.99,2023-01-04 12:05:52.867523+00
7581,2027,1102,0.99,1,0.99,2023-01-04 12:05:52.86815+00
7582,2027,1075,0.99,1,0.99,2023-01-04 12:05:52.869006+00
7583,2028,2105,0.99,1,0.99,2023-01-04 12:05:52.86989+00
7584,2028,2798,0.99,1,0.99,2023-01-04 12:05:52.870829+00
7585,2028,1992,0.99,1,0.99,2023-01-04 12:05:52.871801+00
7586,2029,2183,0.99,1,0.99,2023-01-04 12:05:52.875342+00
7587,2029,2156,0.99,1,0.99,2023-01-04 12:05:52.876831+00
7588,2029,1627,0.99,1,0.99,2023-01-04 12:05:52.878267+00
7589,2029,1579,0.99,1,0.99,2023-01-04 12:05:52.880003+00
7590,2030,2627,0.99,1,0.99,2023-01-04 12:05:52.88083+00
7591,2030,2425,0.99,1,0.99,2023-01-04 12:05:52.881451+00
7592,2030,2631,0.99,1,0.99,2023-01-04 12:05:52.882045+00
7593,2031,1408,0.99,1,0.99,2023-01-04 12:05:52.882624+00
7594,2031,2299,0.99,1,0.99,2023-01-04 12:05:52.883206+00
7595,2031,153,0.99,1,0.99,2023-01-04 12:05:52.883787+00
7596,2032,225,0.99,1,0.99,2023-01-04 12:05:52.884363+00
7597,2032,2083,0.99,1,0.99,2023-01-04 12:05:52.884951+00
7598,2033,2387,0.99,1,0.99,2023-01-04 12:05:52.885547+00
7599,2033,512,0.99,1,0.99,2023-01-04 12:05:52.886124+00
7600,2033,824,0.99,1,0.99,2023-01-04 12:05:52.886706+00
7601,2034,2001,0.99,1,0.99,2023-01-04 12:05:52.887353+00
7602,2034,1694,0.99,1,0.99,2023-01-04 12:05:52.887987+00
7603,2034,2192,0.99,1,0.99,2023-01-04 12:05:52.890853+00
7604,2034,553,0.99,1,0.99,2023-01-04 12:05:52.891846+00
7605,2034,1549,0.99,1,0.99,2023-01-04 12:05:52.892843+00
7606,2035,595,0.99,1,0.99,2023-01-04 12:05:52.893595+00
7607,2035,2684,0.99,1,0.99,2023-01-04 12:05:52.894216+00
7608,2035,2968,0.99,1,0.99,2023-01-04 12:05:52.894842+00
7609,2035,2535,0.99,1,0.99,2023-01-04 12:05:52.895444+00
7610,2035,2312,0.99,1,0.99,2023-01-04 12:05:52.896027+00
7611,2035,1482,0.99,1,0.99,2023-01-04 12:05:52.896618+00
7612,2036,2116,0.99,1,0.99,2023-01-04 12:05:52.897206+00
7613,2036,793,0.99,1,0.99,2023-01-04 12:05:52.897782+00
7614,2036,2356,0.99,1,0.99,2023-01-04 12:05:52.898363+00
7615,2037,2386,0.99,1,0.99,2023-01-04 12:05:52.89896+00
7616,2037,2593,0.99,1,0.99,2023-01-04 12:05:52.89954+00
7617,2037,2409,0.99,1,0.99,2023-01-04 12:05:52.900144+00
7618,2038,1280,0.99,1,0.99,2023-01-04 12:05:52.900846+00
7619,2038,1931,0.99,1,0.99,2023-01-04 12:05:52.901429+00
7620,2038,1933,0.99,1,0.99,2023-01-04 12:05:52.902007+00
7621,2039,120,0.99,1,0.99,2023-01-04 12:05:52.902589+00
7622,2040,1299,0.99,1,0.99,2023-01-04 12:05:52.903171+00
7623,2041,2810,0.99,1,0.99,2023-01-04 12:05:52.903797+00
7624,2041,1779,0.99,1,0.99,2023-01-04 12:05:52.906601+00
7625,2041,761,0.99,1,0.99,2023-01-04 12:05:52.907662+00
7626,2041,306,0.99,1,0.99,2023-01-04 12:05:52.908327+00
7627,2041,2009,0.99,1,0.99,2023-01-04 12:05:52.909481+00
7628,2041,2247,0.99,1,0.99,2023-01-04 12:05:52.910107+00
7629,2042,1426,0.99,1,0.99,2023-01-04 12:05:52.910722+00
7630,2042,894,0.99,1,0.99,2023-01-04 12:05:52.911323+00
7631,2043,2185,0.99,1,0.99,2023-01-04 12:05:52.911924+00
7632,2043,2399,0.99,1,0.99,2023-01-04 12:05:52.912522+00
7633,2043,1827,0.99,1,0.99,2023-01-04 12:05:52.913103+00
7634,2043,391,0.99,1,0.99,2023-01-04 12:05:52.913689+00
7635,2043,1454,0.99,1,0.99,2023-01-04 12:05:52.914274+00
7636,2044,2704,0.99,1,0.99,2023-01-04 12:05:52.91487+00
7637,2044,2160,0.99,1,0.99,2023-01-04 12:05:52.915459+00
7638,2044,2119,0.99,1,0.99,2023-01-04 12:05:52.916039+00
7639,2044,2719,0.99,1,0.99,2023-01-04 12:05:52.916613+00
7640,2045,2480,0.99,1,0.99,2023-01-04 12:05:52.917196+00
7641,2045,2721,0.99,1,0.99,2023-01-04 12:05:52.917765+00
7642,2045,2241,0.99,1,0.99,2023-01-04 12:05:52.918347+00
7643,2045,2084,0.99,1,0.99,2023-01-04 12:05:52.918935+00
7644,2045,2096,0.99,1,0.99,2023-01-04 12:05:52.919525+00
7645,2046,1251,0.99,1,0.99,2023-01-04 12:05:52.921761+00
7646,2046,892,0.99,1,0.99,2023-01-04 12:05:52.922893+00
7647,2046,814,0.99,1,0.99,2023-01-04 12:05:52.924021+00
7648,2046,2901,1.99,1,1.99,2023-01-04 12:05:52.924683+00
7649,2047,2903,1.99,1,1.99,2023-01-04 12:05:52.925301+00
7650,2048,1818,0.99,1,0.99,2023-01-04 12:05:52.925892+00
7651,2048,2182,0.99,1,0.99,2023-01-04 12:05:52.926502+00
7652,2048,2230,0.99,1,0.99,2023-01-04 12:05:52.927288+00
7653,2049,2536,0.99,1,0.99,2023-01-04 12:05:52.928157+00
7654,2050,1074,0.99,1,0.99,2023-01-04 12:05:52.928819+00
7655,2050,2590,0.99,1,0.99,2023-01-04 12:05:52.929485+00
7656,2050,2280,0.99,1,0.99,2023-01-04 12:05:52.930256+00
7657,2051,94,0.99,1,0.99,2023-01-04 12:05:52.930914+00
7658,2051,1944,0.99,1,0.99,2023-01-04 12:05:52.931508+00
7659,2052,222,0.99,1,0.99,2023-01-04 12:05:52.932098+00
7660,2052,400,0.99,1,0.99,2023-01-04 12:05:52.932679+00
7661,2053,2968,0.99,1,0.99,2023-01-04 12:05:52.933263+00
7662,2053,1353,0.99,1,0.99,2023-01-04 12:05:52.933848+00
7663,2054,150,0.99,1,0.99,2023-01-04 12:05:52.934427+00
7664,2054,1891,0.99,1,0.99,2023-01-04 12:05:52.935015+00
7665,2054,1111,0.99,1,0.99,2023-01-04 12:05:52.935597+00
7666,2054,2957,0.99,1,0.99,2023-01-04 12:05:52.937897+00
7667,2054,2496,0.99,1,0.99,2023-01-04 12:05:52.938967+00
7668,2055,1028,0.99,1,0.99,2023-01-04 12:05:52.940248+00
7669,2055,67,0.99,1,0.99,2023-01-04 12:05:52.941431+00
7670,2055,453,0.99,1,0.99,2023-01-04 12:05:52.942072+00
7671,2055,2421,0.99,1,0.99,2023-01-04 12:05:52.9427+00
7672,2056,1404,0.99,1,0.99,2023-01-04 12:05:52.943305+00
7673,2056,533,0.99,1,0.99,2023-01-04 12:05:52.943901+00
7674,2057,2449,0.99,1,0.99,2023-01-04 12:05:52.944509+00
7675,2057,1501,0.99,1,0.99,2023-01-04 12:05:52.945098+00
7676,2057,1799,0.99,1,0.99,2023-01-04 12:05:52.945679+00
7677,2057,295,0.99,1,0.99,2023-01-04 12:05:52.946273+00
7678,2057,732,0.99,1,0.99,2023-01-04 12:05:52.946867+00
7679,2058,157,0.99,1,0.99,2023-01-04 12:05:52.947455+00
7680,2059,477,0.99,1,0.99,2023-01-04 12:05:52.948034+00
7681,2059,165,0.99,1,0.99,2023-01-04 12:05:52.948612+00
7682,2059,396,0.99,1,0.99,2023-01-04 12:05:52.949195+00
7683,2060,2825,1.99,1,1.99,2023-01-04 12:05:52.949777+00
7684,2060,747,0.99,1,0.99,2023-01-04 12:05:52.950359+00
7685,2060,1205,0.99,1,0.99,2023-01-04 12:05:52.950945+00
7686,2060,1451,0.99,1,0.99,2023-01-04 12:05:52.951549+00
7687,2061,2676,0.99,1,0.99,2023-01-04 12:05:52.953818+00
7688,2061,2300,0.99,1,0.99,2023-01-04 12:05:52.954559+00
7689,2061,109,0.99,1,0.99,2023-01-04 12:05:52.955178+00
7690,2061,1602,0.99,1,0.99,2023-01-04 12:05:52.956192+00
7691,2062,2650,0.99,1,0.99,2023-01-04 12:05:52.956979+00
7692,2062,1328,0.99,1,0.99,2023-01-04 12:05:52.957591+00
7693,2062,2159,0.99,1,0.99,2023-01-04 12:05:52.958198+00
7694,2062,2912,1.99,1,1.99,2023-01-04 12:05:52.958792+00
7695,2063,1290,0.99,1,0.99,2023-01-04 12:05:52.959377+00
7696,2063,2965,0.99,1,0.99,2023-01-04 12:05:52.959958+00
7697,2063,2546,0.99,1,0.99,2023-01-04 12:05:52.960541+00
7698,2063,65,0.99,1,0.99,2023-01-04 12:05:52.961121+00
7699,2064,2366,0.99,1,0.99,2023-01-04 12:05:52.961702+00
7700,2064,2041,0.99,1,0.99,2023-01-04 12:05:52.962282+00
7701,2065,2749,0.99,1,0.99,2023-01-04 12:05:52.962869+00
7702,2066,483,0.99,1,0.99,2023-01-04 12:05:52.963446+00
7703,2066,176,0.99,1,0.99,2023-01-04 12:05:52.964032+00
7704,2066,2770,0.99,1,0.99,2023-01-04 12:05:52.96461+00
7705,2066,1065,0.99,1,0.99,2023-01-04 12:05:52.96519+00
7706,2066,1563,0.99,1,0.99,2023-01-04 12:05:52.965771+00
7707,2067,2212,0.99,1,0.99,2023-01-04 12:05:52.966346+00
7708,2067,2173,0.99,1,0.99,2023-01-04 12:05:52.966932+00
7709,2067,2666,0.99,1,0.99,2023-01-04 12:05:52.967512+00
7710,2067,791,0.99,1,0.99,2023-01-04 12:05:52.969812+00
7711,2067,304,0.99,1,0.99,2023-01-04 12:05:52.970678+00
7712,2068,1484,0.99,1,0.99,2023-01-04 12:05:52.971328+00
7713,2068,1485,0.99,1,0.99,2023-01-04 12:05:52.972038+00
7714,2069,1692,0.99,1,0.99,2023-01-04 12:05:52.973053+00
7715,2069,2113,0.99,1,0.99,2023-01-04 12:05:52.97404+00
7716,2069,1170,0.99,1,0.99,2023-01-04 12:05:52.975025+00
7717,2069,297,0.99,1,0.99,2023-01-04 12:05:52.976102+00
7718,2070,2775,0.99,1,0.99,2023-01-04 12:05:52.977174+00
7719,2070,2216,0.99,1,0.99,2023-01-04 12:05:52.978281+00
7720,2070,2400,0.99,1,0.99,2023-01-04 12:05:52.979731+00
7721,2070,2712,0.99,1,0.99,2023-01-04 12:05:52.981399+00
7722,2071,2597,0.99,1,0.99,2023-01-04 12:05:52.982899+00
7723,2071,1594,0.99,1,0.99,2023-01-04 12:05:52.986227+00
7724,2071,2914,1.99,1,1.99,2023-01-04 12:05:52.98767+00
7725,2072,447,0.99,1,0.99,2023-01-04 12:05:52.989219+00
7726,2072,2721,0.99,1,0.99,2023-01-04 12:05:52.99115+00
7727,2072,2248,0.99,1,0.99,2023-01-04 12:05:52.992207+00
7728,2072,1518,0.99,1,0.99,2023-01-04 12:05:52.993253+00
7729,2073,2494,0.99,1,0.99,2023-01-04 12:05:52.994713+00
7730,2073,552,0.99,1,0.99,2023-01-04 12:05:52.995993+00
7731,2074,1047,0.99,1,0.99,2023-01-04 12:05:52.997363+00
7732,2074,2309,0.99,1,0.99,2023-01-04 12:05:52.998639+00
7733,2074,828,0.99,1,0.99,2023-01-04 12:05:53.001689+00
7734,2074,244,0.99,1,0.99,2023-01-04 12:05:53.003072+00
7735,2075,2290,0.99,1,0.99,2023-01-04 12:05:53.004233+00
7736,2075,1181,0.99,1,0.99,2023-01-04 12:05:53.005379+00
7737,2075,2102,0.99,1,0.99,2023-01-04 12:05:53.007233+00
7738,2075,2528,0.99,1,0.99,2023-01-04 12:05:53.008766+00
7739,2075,1513,0.99,1,0.99,2023-01-04 12:05:53.010035+00
7740,2076,1247,0.99,1,0.99,2023-01-04 12:05:53.011209+00
7741,2076,2816,0.99,1,0.99,2023-01-04 12:05:53.01238+00
7742,2076,125,0.99,1,0.99,2023-01-04 12:05:53.013689+00
7743,2076,712,0.99,1,0.99,2023-01-04 12:05:53.016735+00
7744,2076,1505,0.99,1,0.99,2023-01-04 12:05:53.018155+00
7745,2077,1555,0.99,1,0.99,2023-01-04 12:05:53.019399+00
7746,2077,550,0.99,1,0.99,2023-01-04 12:05:53.020275+00
7747,2077,2365,0.99,1,0.99,2023-01-04 12:05:53.021162+00
7748,2078,1057,0.99,1,0.99,2023-01-04 12:05:53.022273+00
7749,2078,1889,0.99,1,0.99,2023-01-04 12:05:53.024113+00
7750,2079,1972,0.99,1,0.99,2023-01-04 12:05:53.02511+00
7751,2079,2266,0.99,1,0.99,2023-01-04 12:05:53.025996+00
7752,2079,2913,1.99,1,1.99,2023-01-04 12:05:53.027214+00
7753,2079,1524,0.99,1,0.99,2023-01-04 12:05:53.028586+00
7754,2080,1509,0.99,1,0.99,2023-01-04 12:05:53.029644+00
7755,2080,2806,0.99,1,0.99,2023-01-04 12:05:53.031899+00
7756,2080,1219,0.99,1,0.99,2023-01-04 12:05:53.033337+00
7757,2080,1923,0.99,1,0.99,2023-01-04 12:05:53.034285+00
7758,2080,732,0.99,1,0.99,2023-01-04 12:05:53.035053+00
7759,2080,2933,0.99,1,0.99,2023-01-04 12:05:53.035804+00
7760,2081,2045,0.99,1,0.99,2023-01-04 12:05:53.036677+00
7761,2081,359,0.99,1,0.99,2023-01-04 12:05:53.037653+00
7762,2081,2397,0.99,1,0.99,2023-01-04 12:05:53.038817+00
7763,2082,635,0.99,1,0.99,2023-01-04 12:05:53.040407+00
7764,2082,912,0.99,1,0.99,2023-01-04 12:05:53.041736+00
7765,2083,2924,1.99,1,1.99,2023-01-04 12:05:53.043019+00
7766,2083,2107,0.99,1,0.99,2023-01-04 12:05:53.044082+00
7767,2083,156,0.99,1,0.99,2023-01-04 12:05:53.044986+00
7768,2083,1478,0.99,1,0.99,2023-01-04 12:05:53.045863+00
7769,2084,196,0.99,1,0.99,2023-01-04 12:05:53.049385+00
7770,2084,1536,0.99,1,0.99,2023-01-04 12:05:53.050738+00
7771,2084,742,0.99,1,0.99,2023-01-04 12:05:53.051825+00
7772,2085,2230,0.99,1,0.99,2023-01-04 12:05:53.053447+00
7773,2085,2879,1.99,1,1.99,2023-01-04 12:05:53.054391+00
7774,2085,1405,0.99,1,0.99,2023-01-04 12:05:53.055541+00
7775,2085,793,0.99,1,0.99,2023-01-04 12:05:53.056719+00
7776,2085,347,0.99,1,0.99,2023-01-04 12:05:53.058135+00
7777,2085,1839,0.99,1,0.99,2023-01-04 12:05:53.059419+00
7778,2086,273,0.99,1,0.99,2023-01-04 12:05:53.06053+00
7779,2086,2711,0.99,1,0.99,2023-01-04 12:05:53.065301+00
7780,2086,2083,0.99,1,0.99,2023-01-04 12:05:53.066424+00
7781,2086,1142,0.99,1,0.99,2023-01-04 12:05:53.067227+00
7782,2086,122,0.99,1,0.99,2023-01-04 12:05:53.068055+00
7783,2087,275,0.99,1,0.99,2023-01-04 12:05:53.090988+00
7784,2087,243,0.99,1,0.99,2023-01-04 12:05:53.092489+00
7785,2087,1401,0.99,1,0.99,2023-01-04 12:05:53.093382+00
7786,2087,2720,0.99,1,0.99,2023-01-04 12:05:53.09503+00
7787,2087,1544,0.99,1,0.99,2023-01-04 12:05:53.09598+00
7788,2087,1754,0.99,1,0.99,2023-01-04 12:05:53.096801+00
7789,2088,186,0.99,1,0.99,2023-01-04 12:05:53.097605+00
7790,2088,284,0.99,1,0.99,2023-01-04 12:05:53.098365+00
7791,2088,2513,0.99,1,0.99,2023-01-04 12:05:53.099141+00
7792,2089,1454,0.99,1,0.99,2023-01-04 12:05:53.099936+00
7793,2089,1734,0.99,1,0.99,2023-01-04 12:05:53.100762+00
7794,2089,1450,0.99,1,0.99,2023-01-04 12:05:53.101595+00
7795,2089,611,0.99,1,0.99,2023-01-04 12:05:53.102497+00
7796,2090,86,0.99,1,0.99,2023-01-04 12:05:53.103335+00
7797,2091,2623,0.99,1,0.99,2023-01-04 12:05:53.104247+00
7798,2091,455,0.99,1,0.99,2023-01-04 12:05:53.105257+00
7799,2091,1217,0.99,1,0.99,2023-01-04 12:05:53.106619+00
7800,2092,2208,0.99,1,0.99,2023-01-04 12:05:53.107744+00
7801,2093,1644,0.99,1,0.99,2023-01-04 12:05:53.10859+00
7802,2093,1509,0.99,1,0.99,2023-01-04 12:05:53.10941+00
7803,2093,2218,0.99,1,0.99,2023-01-04 12:05:53.112138+00
7804,2094,716,0.99,1,0.99,2023-01-04 12:05:53.113139+00
7805,2094,1710,0.99,1,0.99,2023-01-04 12:05:53.114016+00
7806,2094,1686,0.99,1,0.99,2023-01-04 12:05:53.114875+00
7807,2095,1986,0.99,1,0.99,2023-01-04 12:05:53.115742+00
7808,2095,1170,0.99,1,0.99,2023-01-04 12:05:53.116632+00
7809,2095,1589,0.99,1,0.99,2023-01-04 12:05:53.117487+00
7810,2095,2421,0.99,1,0.99,2023-01-04 12:05:53.118377+00
7811,2096,2583,0.99,1,0.99,2023-01-04 12:05:53.119269+00
7812,2096,1828,0.99,1,0.99,2023-01-04 12:05:53.120085+00
7813,2096,168,0.99,1,0.99,2023-01-04 12:05:53.120914+00
7814,2096,169,0.99,1,0.99,2023-01-04 12:05:53.121765+00
7815,2097,2865,1.99,1,1.99,2023-01-04 12:05:53.123151+00
7816,2097,2306,0.99,1,0.99,2023-01-04 12:05:53.124364+00
7817,2097,836,0.99,1,0.99,2023-01-04 12:05:53.127146+00
7818,2098,468,0.99,1,0.99,2023-01-04 12:05:53.128308+00
7819,2098,1694,0.99,1,0.99,2023-01-04 12:05:53.129453+00
7820,2098,318,0.99,1,0.99,2023-01-04 12:05:53.130449+00
7821,2098,1179,0.99,1,0.99,2023-01-04 12:05:53.131416+00
7822,2099,385,0.99,1,0.99,2023-01-04 12:05:53.13231+00
7823,2099,1246,0.99,1,0.99,2023-01-04 12:05:53.133149+00
7824,2099,1380,0.99,1,0.99,2023-01-04 12:05:53.133971+00
7825,2099,1025,0.99,1,0.99,2023-01-04 12:05:53.134886+00
7826,2100,2749,0.99,1,0.99,2023-01-04 12:05:53.13607+00
7827,2100,1621,0.99,1,0.99,2023-01-04 12:05:53.137308+00
7828,2100,2134,0.99,1,0.99,2023-01-04 12:05:53.138585+00
7829,2100,268,0.99,1,0.99,2023-01-04 12:05:53.140408+00
7830,2100,1504,0.99,1,0.99,2023-01-04 12:05:53.143099+00
7831,2101,746,0.99,1,0.99,2023-01-04 12:05:53.144115+00
7832,2101,2306,0.99,1,0.99,2023-01-04 12:05:53.145402+00
7833,2102,2702,0.99,1,0.99,2023-01-04 12:05:53.146664+00
7834,2102,1412,0.99,1,0.99,2023-01-04 12:05:53.147756+00
7835,2102,2032,0.99,1,0.99,2023-01-04 12:05:53.148641+00
7836,2103,934,0.99,1,0.99,2023-01-04 12:05:53.149415+00
7837,2103,247,0.99,1,0.99,2023-01-04 12:05:53.150094+00
7838,2104,26,0.99,1,0.99,2023-01-04 12:05:53.150917+00
7839,2104,1244,0.99,1,0.99,2023-01-04 12:05:53.15212+00
7840,2104,2011,0.99,1,0.99,2023-01-04 12:05:53.153105+00
7841,2104,722,0.99,1,0.99,2023-01-04 12:05:53.162063+00
7842,2105,210,0.99,1,0.99,2023-01-04 12:05:53.163429+00
7843,2105,2135,0.99,1,0.99,2023-01-04 12:05:53.164569+00
7844,2105,94,0.99,1,0.99,2023-01-04 12:05:53.165467+00
7845,2105,1906,0.99,1,0.99,2023-01-04 12:05:53.166401+00
7846,2105,2884,1.99,1,1.99,2023-01-04 12:05:53.167324+00
7847,2106,2646,0.99,1,0.99,2023-01-04 12:05:53.168312+00
7848,2106,1218,0.99,1,0.99,2023-01-04 12:05:53.169405+00
7849,2107,1239,0.99,1,0.99,2023-01-04 12:05:53.170266+00
7850,2107,1999,0.99,1,0.99,2023-01-04 12:05:53.171163+00
7851,2108,743,0.99,1,0.99,2023-01-04 12:05:53.172431+00
7852,2108,2260,0.99,1,0.99,2023-01-04 12:05:53.175743+00
7853,2108,1119,0.99,1,0.99,2023-01-04 12:05:53.176867+00
7854,2108,1794,0.99,1,0.99,2023-01-04 12:05:53.177934+00
7855,2109,1249,0.99,1,0.99,2023-01-04 12:05:53.179041+00
7856,2109,340,0.99,1,0.99,2023-01-04 12:05:53.180349+00
7857,2110,2484,0.99,1,0.99,2023-01-04 12:05:53.181569+00
7858,2110,803,0.99,1,0.99,2023-01-04 12:05:53.182728+00
7859,2110,424,0.99,1,0.99,2023-01-04 12:05:53.183743+00
7860,2111,1761,0.99,1,0.99,2023-01-04 12:05:53.184651+00
7861,2111,1407,0.99,1,0.99,2023-01-04 12:05:53.185585+00
7862,2112,2901,1.99,1,1.99,2023-01-04 12:05:53.186547+00
7863,2112,1080,0.99,1,0.99,2023-01-04 12:05:53.187452+00
7864,2112,1478,0.99,1,0.99,2023-01-04 12:05:53.188276+00
7865,2112,2827,1.99,1,1.99,2023-01-04 12:05:53.192035+00
7866,2113,1285,0.99,1,0.99,2023-01-04 12:05:53.193534+00
7867,2113,2864,1.99,1,1.99,2023-01-04 12:05:53.195181+00
7868,2113,1219,0.99,1,0.99,2023-01-04 12:05:53.196566+00
7869,2113,314,0.99,1,0.99,2023-01-04 12:05:53.197414+00
7870,2114,1814,0.99,1,0.99,2023-01-04 12:05:53.19805+00
7871,2114,922,0.99,1,0.99,2023-01-04 12:05:53.198656+00
7872,2114,1893,0.99,1,0.99,2023-01-04 12:05:53.199245+00
7873,2114,1979,0.99,1,0.99,2023-01-04 12:05:53.199835+00
7874,2115,1960,0.99,1,0.99,2023-01-04 12:05:53.200429+00
7875,2115,434,0.99,1,0.99,2023-01-04 12:05:53.201008+00
7876,2115,537,0.99,1,0.99,2023-01-04 12:05:53.201592+00
7877,2115,1615,0.99,1,0.99,2023-01-04 12:05:53.20218+00
7878,2115,2596,0.99,1,0.99,2023-01-04 12:05:53.202759+00
7879,2116,1771,0.99,1,0.99,2023-01-04 12:05:53.203344+00
7880,2117,1475,0.99,1,0.99,2023-01-04 12:05:53.203943+00
7881,2117,2500,0.99,1,0.99,2023-01-04 12:05:53.206446+00
7882,2118,1523,0.99,1,0.99,2023-01-04 12:05:53.207694+00
7883,2119,916,0.99,1,0.99,2023-01-04 12:05:53.208325+00
7884,2119,1988,0.99,1,0.99,2023-01-04 12:05:53.208925+00
7885,2119,1429,0.99,1,0.99,2023-01-04 12:05:53.209508+00
7886,2119,1051,0.99,1,0.99,2023-01-04 12:05:53.210105+00
7887,2120,2310,0.99,1,0.99,2023-01-04 12:05:53.210683+00
7888,2120,2417,0.99,1,0.99,2023-01-04 12:05:53.211273+00
7889,2121,473,0.99,1,0.99,2023-01-04 12:05:53.211849+00
7890,2121,2887,1.99,1,1.99,2023-01-04 12:05:53.212472+00
7891,2121,948,0.99,1,0.99,2023-01-04 12:05:53.213043+00
7892,2121,548,0.99,1,0.99,2023-01-04 12:05:53.213619+00
7893,2121,2765,0.99,1,0.99,2023-01-04 12:05:53.214193+00
7894,2121,2506,0.99,1,0.99,2023-01-04 12:05:53.214764+00
7895,2121,1141,0.99,1,0.99,2023-01-04 12:05:53.215334+00
7896,2122,574,0.99,1,0.99,2023-01-04 12:05:53.215904+00
7897,2122,985,0.99,1,0.99,2023-01-04 12:05:53.21648+00
7898,2122,1720,0.99,1,0.99,2023-01-04 12:05:53.217059+00
7899,2122,680,0.99,1,0.99,2023-01-04 12:05:53.217628+00
7900,2122,2925,1.99,1,1.99,2023-01-04 12:05:53.2182+00
7901,2122,1972,0.99,1,0.99,2023-01-04 12:05:53.21877+00
7902,2123,640,0.99,1,0.99,2023-01-04 12:05:53.219336+00
7903,2123,781,0.99,1,0.99,2023-01-04 12:05:53.219917+00
7904,2123,349,0.99,1,0.99,2023-01-04 12:05:53.220487+00
7905,2124,1012,0.99,1,0.99,2023-01-04 12:05:53.221103+00
7906,2124,1919,0.99,1,0.99,2023-01-04 12:05:53.221743+00
